CID-10|Desc. CID-10
I38|Endocardite de valva não especificada
K604|Fístula retal
K760|Degeneração gordurosa do fígado não classificada em outra parte
M969|Transtorno osteomuscular não especificado pós-procedimento
N141|Nefropatia induzida por outras drogas, medicamentos e substâncias biológicas
N178|Outro tipo de insuficiência renal aguda
O910|Infecção do mamilo associada ao parto
O927|Outros distúrbios da lactação e os não especificados
P249|Síndrome de aspiração neonatal não especificada
Q120|Catarata congênita
Q221|Estenose congênita da valva pulmonar
T827|Infecção e reação inflamatórias devidas a outros dispositivos, implantes e enxertos cardíacos e vasculares
Y792|Dispositivos (aparelhos) ortopédicos, associado a incidentes adversos - próteses e outros implantes, incluindo materiais e acessórios
A411|Septicemia por outros estafilococos especificados
A818|Outras infecções por vírus atípicos do sistema nervoso central
C408|Neoplasia maligna dos ossos e cartilagens articulares dos membros com lesão invasiva
F301|Mania sem sintomas psicóticos
H471|Papiledema não especificado
I319|Doença não especificada do pericárdio
I614|Hemorragia intracerebral cerebelar
K256|Úlcera gástrica - crônica ou não especificada com hemorragia e perfuração
K312|Estenose e estreitamento em ampulheta do estômago
M658|Outras sinovites e tenossinovites
M938|Outras osteocondropatias, especificadas
N004|Síndrome nefrítica aguda - glomerulonefrite proliferativa endocapilar difusa
N159|Doença renal túbulo-intersticial não especificada
N318|Outra disfunção neuromuscular da bexiga
P618|Outros transtornos hematológicos perinatais especificados
P965|Complicações de procedimentos intra-uterinos não classificados em outra parte
Q641|Extrofia vesical
Q699|Polidactilia não especificada
S399|Traumatismo não especificado do abdome, do dorso e da pelve
S602|Contusão de outras partes do punho e da mão
S617|Ferimentos múltiplos do punho e da mão
Z479|Seguimento ortopédico não especificado
A152|Tuberculose pulmonar, com confirmação histológica
A156|Pleuris tuberculoso, com confirmação bacteriológica e histológica
B608|Outras doenças especificadas devidas a protozoários
B957|Outros estafilococos como causa de doenças classificadas em outros capítulos
E349|Transtorno endócrino não especificado
F258|Outros transtornos esquizoafetivos
I716|Aneurisma da aorta toráco-abdominal, sem menção de ruptura
M201|Hallux valgo (adquirido)
M898|Outros transtornos especificados do osso
N291|Outros transtornos do rim e do ureter em doenças infecciosas e parasitárias classificadas em outra parte
O102|Doença renal hipertensiva pré-existente complicando a gravidez, o parto e o puerpério
O810|Parto por fórceps baixo
Q245|Malformações dos vasos coronários
Q439|Malformação congênita não especificada do intestino
R10|Dor abdominal e pélvica
S467|Traumatismo de múltiplos músculos e tendões ao nível do ombro e do braço
S819|Ferimento da perna, parte não especificada
T148|Outros traumatismos de região não especificada do corpo
T398|Intoxicação por outros analgésicos não opiáceos e antipiréticos não classificados em outra parte
Z121|Exame especial de rastreamento de neoplasia do trato intestinal
B009|Infecção não especificada devida ao vírus do herpes
B171|Hepatite aguda C
B368|Outras micoses superficiais especificadas
C021|Neoplasia maligna da borda da língua
C442|Neoplasia maligna da pele da orelha e do conduto auditivo externo
D231|Neoplasia benigna da pele da pálpebra, incluindo o canto
D260|Neoplasia benigna do colo do útero
D471|Doença mieloproliferativa crônica
D688|Outros defeitos especificados da coagulação
E050|Tireotoxicose com bócio difuso
E136|Outros tipos especificados de diabetes mellitus - com outras complicações especificadas
E147|Diabetes mellitus não especificado - com complicações múltiplas
G09|Seqüelas de doenças inflamatórias do sistema nervoso central
H603|Outras otites externas infecciosas
I300|Pericardite aguda idiopática não específica
K252|Úlcera gástrica - aguda com hemorragia e perfuração
L271|Erupção cutânea localizada devida a drogas e medicamentos
P393|Infecção neonatal do trato urinário
P591|Síndrome da bile espessa
Q690|Dedo(s) da mão supranumerário(s)
Q909|Síndrome de Down não especificada
S379|Traumatismo de órgão pélvico não especificado
S836|Entorse e distensão de outras partes e das não especificadas do joelho
T294|Corrosões múltiplas, grau não especificado
Z941|Coração transplantado
A394|Meningococcemia não especificada
C969|Neoplasia maligna dos tecidos linfático, hematopoético e tecidos correlatos, não especificada
D211|Neoplasia benigna do tecido conjuntivo e outros tecidos moles dos membros superiores, incluindo ombro
D432|Neoplasia de comportamento incerto ou desconhecido do encéfalo, não especificado
E835|Distúrbios do metabolismo do cálcio
F050|Delirium não superposto a uma demência, assim descrito
F194|Transtornos mentais e comportamentais devidos ao uso de múltiplas drogas e ao uso de outras substâncias psicoativas - síndrome de abstinência com delirium
G448|Outras síndromes de cefaléia especificadas
H738|Outros transtornos especificados da membrana do tímpano
I613|Hemorragia intracerebral do tronco cerebral
K578|Doença diverticular do intestino, de localização não especificada, com perfuração e abscesso
K633|Úlcera do intestino
M879|Osteonecrose não especificada
N19|Insuficiência renal não especificada
N481|Balanopostite
P139|Lesões não especificadas do esqueleto devidas a traumatismo de parto
Q255|Atresia da artéria pulmonar
Q999|Anomalia cromossômica não especificada
S800|Contusão do joelho
S832|Ruptura do menisco, atual
Z348|Supervisão de outra gravidez normal
D382|Neoplasia de comportamento incerto ou desconhecido da pleura
G360|Neuromielite óptica [doença de Devic]
H739|Transtorno não especificado da membrana do tímpano
I603|Hemorragia subaracnóide proveniente da artéria comunicante posterior
L109|Pênfigo, não especificado
M512|Outros deslocamentos discais intervertebrais especificados
N836|Hematossalpinge
O755|Demora do parto após ruptura artificial das membranas
Q244|Estenose subaórtica congênita
Q638|Outras malformações congênitas especificadas do rim
R522|Outra dor crônica
S373|Traumatismo da uretra
S665|Traumatismo do músculo intrínseco e tendão de outro dedo ao nível do punho e da mão
T983|Seqüelas de complicações dos cuidados médicos e cirúrgicos não classificados em outra parte
A009|Cólera não especificada
A872|Coriomeningite linfocitária
C728|Neoplasia maligna do encéfalo e de outras partes do sistema nervoso central com lesão invasiva
D162|Neoplasia benigna dos ossos longos dos membros inferiores
D172|Neoplasia lipomatosa benigna da pele e tecido subcutâneo dos membros
F160|Transtornos mentais e comportamentais devidos ao uso de alucinógenos - intoxicação aguda
F193|Transtornos mentais e comportamentais devidos ao uso de múltiplas drogas e ao uso de outras substâncias psicoativas - síndrome [estado] de abstinência
F21|Transtorno esquizotípico
G319|Doença degenerativa do sistema nervoso, não especificada
J940|Derrame quiloso ou quiliforme
K770|Transtornos hepáticos em doenças infecciosas e parasitárias classificadas em outra parte
K833|Fístula de via biliar
M160|Coxartrose primária bilateral
M758|Outras lesões do ombro
O318|Outras complicações específicas de gestação múltipla
O358|Assistência prestada à mãe por outras anormalidades ou lesões fetais (suspeitadas)
O90|Complicações do puerpério não classificadas em outra parte
Q353|Fenda do palato mole
R600|Edema localizado
R739|Hiperglicemia não especificada
S223|Fratura de costela
S276|Traumatismo da pleura
S400|Contusão do ombro e do braço
S641|Traumatismo do nervo mediano ao nível do punho e da mão
S983|Amputação traumática de outras partes do pé
T182|Corpo estranho no estômago
T314|Queimaduras envolvendo de 40 - 49% da superfície corporal
Z118|Exame especial de rastreamento de outras doenças infecciosas e parasitárias
B370|Estomatite por Candida
C268|Neoplasia maligna do aparelho digestivo com lesão invasiva
C401|Neoplasia maligna dos ossos curtos dos membros superiores
E872|Acidose
F229|Transtorno delirante persistente não especificado
J64|Pneumoconiose não especificada
K076|Transtornos da articulação temporomandibular
K37|Apendicite, sem outras especificações
K900|Doença celíaca
O350|Assistência prestada à mãe por malformação do sistema nervoso central do feto (suspeitada)
P708|Outros transtornos transitórios do metabolismo dos carboidratos do feto e do recém-nascido
S366|Traumatismo do reto
T216|Corrosão de segundo grau do tronco
X939|Agressão por meio de disparo de arma de fogo de mão - local não especificado
X999|Agressão por meio de objeto cortante ou penetrante - local não especificado
A858|Outras encefalites virais especificadas
B189|Hepatite viral crônica não especificada
C817|Outra forma da doença de Hodgkin
E806|Outros distúrbios do metabolismo da bilirrubina
F001|Demência na doença de Alzheimer de início tardio
F798|Retardo mental não especificado - outros comprometimentos do comportamento
J329|Sinusite crônica não especificada
K600|Fissura anal aguda
M939|Osteocondropatias, não especificada
N019|Síndrome nefrítica rapidamente progressiva - não especificada
N038|Síndrome nefrítica crônica - outras
N042|Síndrome nefrótica - glomerulonefrite membranosa difusa
N378|Outros transtornos da uretra em doenças classificadas em outra parte
N823|Fístula vagina-cólon
O832|Outras formas de parto com o auxílio de manipulação
Q078|Outras malformações congênitas especificadas do sistema nervoso
Q390|Atresia de esôfago, sem fístula
R161|Esplenomegalia não classificada em outra parte
S120|Fratura da primeira vértebra cervical
S310|Ferimento do dorso e da pelve
B160|Hepatite aguda B com agente Delta (co-infecção), com coma hepático
B451|Criptococose cerebral
C118|Neoplasia maligna da nasofaringe com lesão invasiva
C321|Neoplasia maligna da região supraglótica
C696|Neoplasia maligna da órbita
D164|Neoplasia benigna dos ossos do crânio e da face
D531|Outras anemias megaloblásticas não classificadas em outras partes
H023|Blefarocalásia
H187|Outras deformidades da córnea
I289|Doença não especificada dos vasos pulmonares
J029|Faringite aguda não especificada
K273|Úlcera péptica de localização não especificada - aguda sem hemorragia ou perfuração
M053|Artrite reumatóide com comprometimento de outros órgãos e sistemas
P290|Insuficiência cardíaca neonatal
Q742|Outras malformações congênitas do(s) membro(s) inferiores, inclusive da cintura pélvica
S550|Traumatismo da artéria cubital [ulnar] ao nível do antebraço
S600|Contusão de dedo(s) sem lesão da unha
T812|Perfuração e laceração acidentais durante um procedimento não classificado em outra parte
C399|Neoplasia maligna de localizações mal definidas do aparelho respiratório
C775|Neoplasia maligna secundária e não especificada dos gânglios linfáticos intrapélvicos
F233|Outros transtornos psicóticos agudos, essencialmente delirantes
F251|Transtorno esquizoafetivo do tipo depressivo
F445|Convulsões dissociativas
G931|Lesão encefálica anóxica, não classificada em outra parte
I129|Doença renal hipertensiva sem insuficiência renal
I352|Estenose (da valva) aórtica com insuficiência
K310|Dilatação aguda do estômago
O269|Afecções ligadas a gravidez, não especificadas
O649|Obstrução do trabalho de parto devida a má-posição ou má-apresentação, não especificadas
R071|Dor torácica ao respirar
R221|Tumefação, massa ou tumoração localizadas do pescoço
S358|Traumatismo de outros vasos sangüíneos ao nível do abdome, do dorso e da pelve
S664|Traumatismo do músculo intrínseco e tendão do polegar ao nível do punho e da mão
S900|Contusão do tornozelo
S932|Ruptura de ligamentos ao nível do tornozelo e do pé
Z518|Outro cuidado médico especificado
C100|Neoplasia maligna da valécula
C488|Neoplasia maligna dos tecidos moles do retroperitônio e do peritônio com lesão invasiva
C850|Linfossarcoma
D073|Carcinoma in situ de outros órgãos genitais femininos e os não especificados
D181|Linfangioma de qualquer localização
E890|Hipotireoidismo pós-procedimento
